"","Date","Day","Country","Type","Value","TotalValue"
"1036","9/5/2014",167,"UnitedStates","Deaths",0,0
"1037","9/5/2014",167,"Spain","Cases",0,0
"1038","9/5/2014",167,"Spain","Deaths",0,0
"1039","9/5/2014",167,"Mali","Cases",0,0
"1040","9/5/2014",167,"Mali","Deaths",0,0
"1041","9/7/2014",169,"Guinea","Cases",49,861
"1042","9/7/2014",169,"Guinea","Deaths",40,557
"1043","9/7/2014",169,"Liberia","Cases",210,2081
"1044","9/7/2014",169,"Liberia","Deaths",48,1137
"1045","9/7/2014",169,"SierraLeone","Cases",163,1424
"1046","9/7/2014",169,"SierraLeone","Deaths",33,524
"1047","9/7/2014",169,"Nigeria","Cases",0,22
"1048","9/7/2014",169,"Nigeria","Deaths",0,8
"1049","9/7/2014",169,"Senegal","Cases",2,3
"1050","9/7/2014",169,"Senegal","Deaths",0,0
"1051","9/7/2014",169,"UnitedStates","Cases",0,0
"1052","9/7/2014",169,"UnitedStates","Deaths",0,0
"1053","9/7/2014",169,"Spain","Cases",0,0
"1054","9/7/2014",169,"Spain","Deaths",0,0
"1055","9/7/2014",169,"Mali","Cases",0,0
"1056","9/7/2014",169,"Mali","Deaths",0,0
"1057","9/9/2014",171,"Guinea","Cases",0,861
"1058","9/9/2014",171,"Guinea","Deaths",0,557
"1059","9/9/2014",171,"Liberia","Cases",326,2407
"1060","9/9/2014",171,"Liberia","Deaths",0,1137
"1061","9/9/2014",171,"SierraLeone","Cases",0,1424
"1062","9/9/2014",171,"SierraLeone","Deaths",0,524
"1063","9/9/2014",171,"Nigeria","Cases",0,22
"1064","9/9/2014",171,"Nigeria","Deaths",0,8
"1065","9/9/2014",171,"Senegal","Cases",0,3
"1066","9/9/2014",171,"Senegal","Deaths",0,0
"1067","9/9/2014",171,"UnitedStates","Cases",0,0
"1068","9/9/2014",171,"UnitedStates","Deaths",0,0
"1069","9/9/2014",171,"Spain","Cases",0,0
"1070","9/9/2014",171,"Spain","Deaths",0,0
"1071","9/9/2014",171,"Mali","Cases",0,0
"1072","9/9/2014",171,"Mali","Deaths",0,0
"1073","9/10/2014",172,"Guinea","Cases",38,899
"1074","9/10/2014",172,"Guinea","Deaths",11,568
"1075","9/10/2014",172,"Liberia","Cases",0,2407
"1076","9/10/2014",172,"Liberia","Deaths",0,1137
"1077","9/10/2014",172,"SierraLeone","Cases",54,1478
"1078","9/10/2014",172,"SierraLeone","Deaths",12,536
"1079","9/10/2014",172,"Nigeria","Cases",0,22
"1080","9/10/2014",172,"Nigeria","Deaths",0,8
"1081","9/10/2014",172,"Senegal","Cases",0,3
"1082","9/10/2014",172,"Senegal","Deaths",0,0
"1083","9/10/2014",172,"UnitedStates","Cases",0,0
"1084","9/10/2014",172,"UnitedStates","Deaths",0,0
"1085","9/10/2014",172,"Spain","Cases",0,0
"1086","9/10/2014",172,"Spain","Deaths",0,0
"1087","9/10/2014",172,"Mali","Cases",0,0
"1088","9/10/2014",172,"Mali","Deaths",0,0
"1089","9/13/2014",175,"Guinea","Cases",37,936
"1090","9/13/2014",175,"Guinea","Deaths",27,595
"1091","9/13/2014",175,"Liberia","Cases",0,2407
"1092","9/13/2014",175,"Liberia","Deaths",159,1296
"1093","9/13/2014",175,"SierraLeone","Cases",142,1620
"1094","9/13/2014",175,"SierraLeone","Deaths",26,562
"1095","9/13/2014",175,"Nigeria","Cases",0,22
"1096","9/13/2014",175,"Nigeria","Deaths",0,8
"1097","9/13/2014",175,"Senegal","Cases",0,3
"1098","9/13/2014",175,"Senegal","Deaths",0,0
"1099","9/13/2014",175,"UnitedStates","Cases",0,0
"1100","9/13/2014",175,"UnitedStates","Deaths",0,0
"1101","9/13/2014",175,"Spain","Cases",0,0
"1102","9/13/2014",175,"Spain","Deaths",0,0
"1103","9/13/2014",175,"Mali","Cases",0,0
"1104","9/13/2014",175,"Mali","Deaths",0,0
"1105","9/14/2014",176,"Guinea","Cases",6,942
"1106","9/14/2014",176,"Guinea","Deaths",6,601
"1107","9/14/2014",176,"Liberia","Cases",303,2710
"1108","9/14/2014",176,"Liberia","Deaths",163,1459
"1109","9/14/2014",176,"SierraLeone","Cases",53,1673
"1110","9/14/2014",176,"SierraLeone","Deaths",0,562
"1111","9/14/2014",176,"Nigeria","Cases",0,22
"1112","9/14/2014",176,"Nigeria","Deaths",0,8
"1113","9/14/2014",176,"Senegal","Cases",0,3
"1114","9/14/2014",176,"Senegal","Deaths",0,0
"1115","9/14/2014",176,"UnitedStates","Cases",0,0
"1116","9/14/2014",176,"UnitedStates","Deaths",0,0
"1117","9/14/2014",176,"Spain","Cases",0,0
"1118","9/14/2014",176,"Spain","Deaths",0,0
"1119","9/14/2014",176,"Mali","Cases",0,0
"1120","9/14/2014",176,"Mali","Deaths",0,0
"1121","9/17/2014",179,"Guinea","Cases",0,942
"1122","9/17/2014",179,"Guinea","Deaths",0,601
"1123","9/17/2014",179,"Liberia","Cases",312,3022
"1124","9/17/2014",179,"Liberia","Deaths",119,1578
"1125","9/17/2014",179,"SierraLeone","Cases",0,1673
"1126","9/17/2014",179,"SierraLeone","Deaths",0,562
"1127","9/17/2014",179,"Nigeria","Cases",0,22
"1128","9/17/2014",179,"Nigeria","Deaths",0,8
"1129","9/17/2014",179,"Senegal","Cases",0,3
"1130","9/17/2014",179,"Senegal","Deaths",0,0
"1131","9/17/2014",179,"UnitedStates","Cases",0,0
"1132","9/17/2014",179,"UnitedStates","Deaths",0,0
"1133","9/17/2014",179,"Spain","Cases",0,0
"1134","9/17/2014",179,"Spain","Deaths",0,0
"1135","9/17/2014",179,"Mali","Cases",0,0
"1136","9/17/2014",179,"Mali","Deaths",0,0
"1137","9/19/2014",181,"Guinea","Cases",66,1008
"1138","9/19/2014",181,"Guinea","Deaths",31,632
"1139","9/19/2014",181,"Liberia","Cases",0,3022
"1140","9/19/2014",181,"Liberia","Deaths",0,1578
"1141","9/19/2014",181,"SierraLeone","Cases",0,1673
"1142","9/19/2014",181,"SierraLeone","Deaths",0,562
"1143","9/19/2014",181,"Nigeria","Cases",0,22
"1144","9/19/2014",181,"Nigeria","Deaths",0,8
"1145","9/19/2014",181,"Senegal","Cases",0,3
"1146","9/19/2014",181,"Senegal","Deaths",0,0
"1147","9/19/2014",181,"UnitedStates","Cases",0,0
"1148","9/19/2014",181,"UnitedStates","Deaths",0,0
"1149","9/19/2014",181,"Spain","Cases",0,0
"1150","9/19/2014",181,"Spain","Deaths",0,0
"1151","9/19/2014",181,"Mali","Cases",0,0
"1152","9/19/2014",181,"Mali","Deaths",0,0
"1153","9/20/2014",182,"Guinea","Cases",0,1008
"1154","9/20/2014",182,"Guinea","Deaths",0,632
"1155","9/20/2014",182,"Liberia","Cases",0,3022
"1156","9/20/2014",182,"Liberia","Deaths",0,1578
"1157","9/20/2014",182,"SierraLeone","Cases",140,1813
"1158","9/20/2014",182,"SierraLeone","Deaths",31,593
"1159","9/20/2014",182,"Nigeria","Cases",0,22
"1160","9/20/2014",182,"Nigeria","Deaths",0,8
"1161","9/20/2014",182,"Senegal","Cases",0,3
"1162","9/20/2014",182,"Senegal","Deaths",0,0
"1163","9/20/2014",182,"UnitedStates","Cases",0,0
"1164","9/20/2014",182,"UnitedStates","Deaths",0,0
"1165","9/20/2014",182,"Spain","Cases",0,0
"1166","9/20/2014",182,"Spain","Deaths",0,0
"1167","9/20/2014",182,"Mali","Cases",0,0
"1168","9/20/2014",182,"Mali","Deaths",0,0
"1169","9/21/2014",183,"Guinea","Cases",14,1022
"1170","9/21/2014",183,"Guinea","Deaths",3,635
"1171","9/21/2014",183,"Liberia","Cases",258,3280
"1172","9/21/2014",183,"Liberia","Deaths",99,1677
"1173","9/21/2014",183,"SierraLeone","Cases",127,1940
"1174","9/21/2014",183,"SierraLeone","Deaths",4,597
"1175","9/21/2014",183,"Nigeria","Cases",0,22
"1176","9/21/2014",183,"Nigeria","Deaths",0,8
"1177","9/21/2014",183,"Senegal","Cases",0,3
"1178","9/21/2014",183,"Senegal","Deaths",0,0
"1179","9/21/2014",183,"UnitedStates","Cases",0,0
"1180","9/21/2014",183,"UnitedStates","Deaths",0,0
"1181","9/21/2014",183,"Spain","Cases",0,0
"1182","9/21/2014",183,"Spain","Deaths",0,0
"1183","9/21/2014",183,"Mali","Cases",0,0
"1184","9/21/2014",183,"Mali","Deaths",0,0
"1185","9/23/2014",185,"Guinea","Cases",52,1074
"1186","9/23/2014",185,"Guinea","Deaths",13,648
"1187","9/23/2014",185,"Liberia","Cases",178,3458
"1188","9/23/2014",185,"Liberia","Deaths",153,1830
"1189","9/23/2014",185,"SierraLeone","Cases",81,2021
"1190","9/23/2014",185,"SierraLeone","Deaths",8,605
"1191","9/23/2014",185,"Nigeria","Cases",0,22
"1192","9/23/2014",185,"Nigeria","Deaths",0,8
"1193","9/23/2014",185,"Senegal","Cases",0,3
"1194","9/23/2014",185,"Senegal","Deaths",0,0
"1195","9/23/2014",185,"UnitedStates","Cases",0,0
"1196","9/23/2014",185,"UnitedStates","Deaths",0,0
"1197","9/23/2014",185,"Spain","Cases",0,0
"1198","9/23/2014",185,"Spain","Deaths",0,0
"1199","9/23/2014",185,"Mali","Cases",0,0
"1200","9/23/2014",185,"Mali","Deaths",0,0
"1201","9/28/2014",190,"Guinea","Cases",83,1157
"1202","9/28/2014",190,"Guinea","Deaths",62,710
"1203","9/28/2014",190,"Liberia","Cases",238,3696
"1204","9/28/2014",190,"Liberia","Deaths",168,1998
"1205","9/28/2014",190,"SierraLeone","Cases",283,2304
"1206","9/28/2014",190,"SierraLeone","Deaths",17,622
"1207","9/28/2014",190,"Nigeria","Cases",0,22
"1208","9/28/2014",190,"Nigeria","Deaths",0,8
"1209","9/28/2014",190,"Senegal","Cases",0,3
"1210","9/28/2014",190,"Senegal","Deaths",0,0
"1211","9/28/2014",190,"UnitedStates","Cases",0,0
"1212","9/28/2014",190,"UnitedStates","Deaths",0,0
"1213","9/28/2014",190,"Spain","Cases",0,0
"1214","9/28/2014",190,"Spain","Deaths",0,0
"1215","9/28/2014",190,"Mali","Cases",0,0
"1216","9/28/2014",190,"Mali","Deaths",0,0
"1217","10/1/2014",193,"Guinea","Cases",42,1199
"1218","10/1/2014",193,"Guinea","Deaths",29,739
"1219","10/1/2014",193,"Liberia","Cases",138,3834
"1220","10/1/2014",193,"Liberia","Deaths",71,2069
"1221","10/1/2014",193,"SierraLeone","Cases",133,2437
"1222","10/1/2014",193,"SierraLeone","Deaths",1,623
"1223","10/1/2014",193,"Nigeria","Cases",0,22
"1224","10/1/2014",193,"Nigeria","Deaths",0,8
"1225","10/1/2014",193,"Senegal","Cases",0,3
"1226","10/1/2014",193,"Senegal","Deaths",0,0
"1227","10/1/2014",193,"UnitedStates","Cases",1,1
"1228","10/1/2014",193,"UnitedStates","Deaths",0,0
"1229","10/1/2014",193,"Spain","Cases",0,0
"1230","10/1/2014",193,"Spain","Deaths",0,0
"1231","10/1/2014",193,"Mali","Cases",0,0
"1232","10/1/2014",193,"Mali","Deaths",0,0
"1233","10/4/2014",196,"Guinea","Cases",0,1199
"1234","10/4/2014",196,"Guinea","Deaths",0,739
"1235","10/4/2014",196,"Liberia","Cases",90,3924
"1236","10/4/2014",196,"Liberia","Deaths",141,2210
"1237","10/4/2014",196,"SierraLeone","Cases",0,2437
"1238","10/4/2014",196,"SierraLeone","Deaths",0,623
"1239","10/4/2014",196,"Nigeria","Cases",0,22
"1240","10/4/2014",196,"Nigeria","Deaths",0,8
"1241","10/4/2014",196,"Senegal","Cases",0,3
"1242","10/4/2014",196,"Senegal","Deaths",0,0
"1243","10/4/2014",196,"UnitedStates","Cases",0,1
"1244","10/4/2014",196,"UnitedStates","Deaths",0,0
"1245","10/4/2014",196,"Spain","Cases",0,0
"1246","10/4/2014",196,"Spain","Deaths",0,0
"1247","10/4/2014",196,"Mali","Cases",0,0
"1248","10/4/2014",196,"Mali","Deaths",0,0
"1249","10/5/2014",197,"Guinea","Cases",99,1298
"1250","10/5/2014",197,"Guinea","Deaths",29,768
"1251","10/5/2014",197,"Liberia","Cases",0,3924
"1252","10/5/2014",197,"Liberia","Deaths",0,2210
"1253","10/5/2014",197,"SierraLeone","Cases",352,2789
"1254","10/5/2014",197,"SierraLeone","Deaths",256,879
"1255","10/5/2014",197,"Nigeria","Cases",0,22
"1256","10/5/2014",197,"Nigeria","Deaths",0,8
"1257","10/5/2014",197,"Senegal","Cases",0,3
"1258","10/5/2014",197,"Senegal","Deaths",0,0
"1259","10/5/2014",197,"UnitedStates","Cases",0,1
"1260","10/5/2014",197,"UnitedStates","Deaths",0,0
"1261","10/5/2014",197,"Spain","Cases",0,0
"1262","10/5/2014",197,"Spain","Deaths",0,0
"1263","10/5/2014",197,"Mali","Cases",0,0
"1264","10/5/2014",197,"Mali","Deaths",0,0
"1265","10/7/2014",199,"Guinea","Cases",52,1350
"1266","10/7/2014",199,"Guinea","Deaths",10,778
"1267","10/7/2014",199,"Liberia","Cases",152,4076
"1268","10/7/2014",199,"Liberia","Deaths",106,2316
"1269","10/7/2014",199,"SierraLeone","Cases",0,2789
"1270","10/7/2014",199,"SierraLeone","Deaths",0,879
"1271","10/7/2014",199,"Nigeria","Cases",0,22
"1272","10/7/2014",199,"Nigeria","Deaths",0,8
"1273","10/7/2014",199,"Senegal","Cases",0,3
"1274","10/7/2014",199,"Senegal","Deaths",0,0
"1275","10/7/2014",199,"UnitedStates","Cases",0,1
"1276","10/7/2014",199,"UnitedStates","Deaths",0,0
"1277","10/7/2014",199,"Spain","Cases",0,0
"1278","10/7/2014",199,"Spain","Deaths",0,0
"1279","10/7/2014",199,"Mali","Cases",0,0
"1280","10/7/2014",199,"Mali","Deaths",0,0
"1281","10/8/2014",200,"Guinea","Cases",0,1350
"1282","10/8/2014",200,"Guinea","Deaths",0,778
"1283","10/8/2014",200,"Liberia","Cases",0,4076
"1284","10/8/2014",200,"Liberia","Deaths",0,2316
"1285","10/8/2014",200,"SierraLeone","Cases",161,2950
"1286","10/8/2014",200,"SierraLeone","Deaths",51,930
"1287","10/8/2014",200,"Nigeria","Cases",0,22
"1288","10/8/2014",200,"Nigeria","Deaths",0,8
"1289","10/8/2014",200,"Senegal","Cases",0,3
"1290","10/8/2014",200,"Senegal","Deaths",0,0
"1291","10/8/2014",200,"UnitedStates","Cases",0,1
"1292","10/8/2014",200,"UnitedStates","Deaths",1,1
"1293","10/8/2014",200,"Spain","Cases",1,1
"1294","10/8/2014",200,"Spain","Deaths",1,1
"1295","10/8/2014",200,"Mali","Cases",0,0
"1296","10/8/2014",200,"Mali","Deaths",0,0
"1297","10/11/2014",203,"Guinea","Cases",0,1350
"1298","10/11/2014",203,"Guinea","Deaths",0,778
"1299","10/11/2014",203,"Liberia","Cases",173,4249
"1300","10/11/2014",203,"Liberia","Deaths",142,2458
"1301","10/11/2014",203,"SierraLeone","Cases",0,2950
"1302","10/11/2014",203,"SierraLeone","Deaths",0,930
"1303","10/11/2014",203,"Nigeria","Cases",0,22
"1304","10/11/2014",203,"Nigeria","Deaths",0,8
"1305","10/11/2014",203,"Senegal","Cases",0,3
"1306","10/11/2014",203,"Senegal","Deaths",0,0
"1307","10/11/2014",203,"UnitedStates","Cases",0,1
"1308","10/11/2014",203,"UnitedStates","Deaths",0,1
"1309","10/11/2014",203,"Spain","Cases",0,1
"1310","10/11/2014",203,"Spain","Deaths",0,1
"1311","10/11/2014",203,"Mali","Cases",0,0
"1312","10/11/2014",203,"Mali","Deaths",0,0
"1313","10/12/2014",204,"Guinea","Cases",122,1472
"1314","10/12/2014",204,"Guinea","Deaths",65,843
"1315","10/12/2014",204,"Liberia","Cases",0,4249
"1316","10/12/2014",204,"Liberia","Deaths",0,2458
"1317","10/12/2014",204,"SierraLeone","Cases",302,3252
"1318","10/12/2014",204,"SierraLeone","Deaths",253,1183
"1319","10/12/2014",204,"Nigeria","Cases",0,22
"1320","10/12/2014",204,"Nigeria","Deaths",0,8
"1321","10/12/2014",204,"Senegal","Cases",0,3
"1322","10/12/2014",204,"Senegal","Deaths",0,0
"1323","10/12/2014",204,"UnitedStates","Cases",1,2
"1324","10/12/2014",204,"UnitedStates","Deaths",0,1
"1325","10/12/2014",204,"Spain","Cases",0,1
"1326","10/12/2014",204,"Spain","Deaths",0,1
"1327","10/12/2014",204,"Mali","Cases",0,0
"1328","10/12/2014",204,"Mali","Deaths",0,0
"1329","10/13/2014",205,"Guinea","Cases",0,1472
"1330","10/13/2014",205,"Guinea","Deaths",0,843
"1331","10/13/2014",205,"Liberia","Cases",13,4262
"1332","10/13/2014",205,"Liberia","Deaths",26,2484
"1333","10/13/2014",205,"SierraLeone","Cases",0,3252
"1334","10/13/2014",205,"SierraLeone","Deaths",0,1183
"1335","10/13/2014",205,"Nigeria","Cases",0,22
"1336","10/13/2014",205,"Nigeria","Deaths",0,8
"1337","10/13/2014",205,"Senegal","Cases",0,3
"1338","10/13/2014",205,"Senegal","Deaths",0,0
"1339","10/13/2014",205,"UnitedStates","Cases",0,2
"1340","10/13/2014",205,"UnitedStates","Deaths",0,1
"1341","10/13/2014",205,"Spain","Cases",0,1
"1342","10/13/2014",205,"Spain","Deaths",0,1
"1343","10/13/2014",205,"Mali","Cases",0,0
"1344","10/13/2014",205,"Mali","Deaths",0,0
"1345","10/14/2014",206,"Guinea","Cases",47,1519
"1346","10/14/2014",206,"Guinea","Deaths",19,862
"1347","10/14/2014",206,"Liberia","Cases",0,4262
"1348","10/14/2014",206,"Liberia","Deaths",0,2484
"1349","10/14/2014",206,"SierraLeone","Cases",158,3410
"1350","10/14/2014",206,"SierraLeone","Deaths",17,1200
"1351","10/14/2014",206,"Nigeria","Cases",0,22
"1352","10/14/2014",206,"Nigeria","Deaths",0,8
"1353","10/14/2014",206,"Senegal","Cases",0,3
"1354","10/14/2014",206,"Senegal","Deaths",0,0
"1355","10/14/2014",206,"UnitedStates","Cases",1,3
"1356","10/14/2014",206,"UnitedStates","Deaths",0,1
"1357","10/14/2014",206,"Spain","Cases",0,1
"1358","10/14/2014",206,"Spain","Deaths",0,1
"1359","10/14/2014",206,"Mali","Cases",0,0
"1360","10/14/2014",206,"Mali","Deaths",0,0
"1361","10/18/2014",210,"Guinea","Cases",0,1519
"1362","10/18/2014",210,"Guinea","Deaths",0,862
"1363","10/18/2014",210,"Liberia","Cases",403,4665
"1364","10/18/2014",210,"Liberia","Deaths",221,2705
"1365","10/18/2014",210,"SierraLeone","Cases",0,3410
"1366","10/18/2014",210,"SierraLeone","Deaths",0,1200
"1367","10/18/2014",210,"Nigeria","Cases",0,22
"1368","10/18/2014",210,"Nigeria","Deaths",0,8
"1369","10/18/2014",210,"Senegal","Cases",0,3
"1370","10/18/2014",210,"Senegal","Deaths",0,0
"1371","10/18/2014",210,"UnitedStates","Cases",0,3
"1372","10/18/2014",210,"UnitedStates","Deaths",0,1
"1373","10/18/2014",210,"Spain","Cases",0,1
"1374","10/18/2014",210,"Spain","Deaths",0,1
"1375","10/18/2014",210,"Mali","Cases",0,0
"1376","10/18/2014",210,"Mali","Deaths",0,0
"1377","10/19/2014",211,"Guinea","Cases",21,1540
"1378","10/19/2014",211,"Guinea","Deaths",42,904
"1379","10/19/2014",211,"Liberia","Cases",0,4665
"1380","10/19/2014",211,"Liberia","Deaths",0,2705
"1381","10/19/2014",211,"SierraLeone","Cases",296,3706
"1382","10/19/2014",211,"SierraLeone","Deaths",59,1259
"1383","10/19/2014",211,"Nigeria","Cases",0,22
"1384","10/19/2014",211,"Nigeria","Deaths",0,8
"1385","10/19/2014",211,"Senegal","Cases",0,3
"1386","10/19/2014",211,"Senegal","Deaths",0,0
"1387","10/19/2014",211,"UnitedStates","Cases",0,3
"1388","10/19/2014",211,"UnitedStates","Deaths",0,1
"1389","10/19/2014",211,"Spain","Cases",0,1
"1390","10/19/2014",211,"Spain","Deaths",0,1
"1391","10/19/2014",211,"Mali","Cases",0,0
"1392","10/19/2014",211,"Mali","Deaths",0,0
"1393","10/21/2014",213,"Guinea","Cases",13,1553
"1394","10/21/2014",213,"Guinea","Deaths",22,926
"1395","10/21/2014",213,"Liberia","Cases",0,4665
"1396","10/21/2014",213,"Liberia","Deaths",0,2705
"1397","10/21/2014",213,"SierraLeone","Cases",0,3706
"1398","10/21/2014",213,"SierraLeone","Deaths",0,1259
"1399","10/21/2014",213,"Nigeria","Cases",0,22
"1400","10/21/2014",213,"Nigeria","Deaths",0,8
"1401","10/21/2014",213,"Senegal","Cases",0,3
"1402","10/21/2014",213,"Senegal","Deaths",0,0
"1403","10/21/2014",213,"UnitedStates","Cases",0,3
"1404","10/21/2014",213,"UnitedStates","Deaths",0,1
"1405","10/21/2014",213,"Spain","Cases",0,1
"1406","10/21/2014",213,"Spain","Deaths",0,1
"1407","10/21/2014",213,"Mali","Cases",0,0
"1408","10/21/2014",213,"Mali","Deaths",0,0
"1409","10/22/2014",214,"Guinea","Cases",0,1553
"1410","10/22/2014",214,"Guinea","Deaths",0,926
"1411","10/22/2014",214,"Liberia","Cases",0,4665
"1412","10/22/2014",214,"Liberia","Deaths",0,2705
"1413","10/22/2014",214,"SierraLeone","Cases",190,3896
"1414","10/22/2014",214,"SierraLeone","Deaths",22,1281
"1415","10/22/2014",214,"Nigeria","Cases",0,22
"1416","10/22/2014",214,"Nigeria","Deaths",0,8
"1417","10/22/2014",214,"Senegal","Cases",0,3
"1418","10/22/2014",214,"Senegal","Deaths",0,0
"1419","10/22/2014",214,"UnitedStates","Cases",1,4
"1420","10/22/2014",214,"UnitedStates","Deaths",0,1
"1421","10/22/2014",214,"Spain","Cases",0,1
"1422","10/22/2014",214,"Spain","Deaths",0,1
"1423","10/22/2014",214,"Mali","Cases",1,1
"1424","10/22/2014",214,"Mali","Deaths",1,1
"1425","10/25/2014",216,"Guinea","Cases",0,1553
"1426","10/25/2014",216,"Guinea","Deaths",0,926
"1427","10/25/2014",216,"Liberia","Cases",1870,6535
"1428","10/25/2014",216,"Liberia","Deaths",0,2705
"1429","10/25/2014",216,"SierraLeone","Cases",0,3896
"1430","10/25/2014",216,"SierraLeone","Deaths",0,1281
"1431","10/25/2014",216,"Nigeria","Cases",0,22
"1432","10/25/2014",216,"Nigeria","Deaths",0,8
"1433","10/25/2014",216,"Senegal","Cases",0,3
"1434","10/25/2014",216,"Senegal","Deaths",0,0
"1435","10/25/2014",216,"UnitedStates","Cases",0,4
"1436","10/25/2014",216,"UnitedStates","Deaths",0,1
"1437","10/25/2014",216,"Spain","Cases",0,1
"1438","10/25/2014",216,"Spain","Deaths",0,1
"1439","10/25/2014",216,"Mali","Cases",0,1
"1440","10/25/2014",216,"Mali","Deaths",0,1
"1441","10/27/2014",218,"Guinea","Cases",353,1906
"1442","10/27/2014",218,"Guinea","Deaths",71,997
"1443","10/27/2014",218,"Liberia","Cases",0,6535
"1444","10/27/2014",218,"Liberia","Deaths",0,2705
"1445","10/27/2014",218,"SierraLeone","Cases",1339,5235
"1446","10/27/2014",218,"SierraLeone","Deaths",219,1500
"1447","10/27/2014",218,"Nigeria","Cases",0,22
"1448","10/27/2014",218,"Nigeria","Deaths",0,8
"1449","10/27/2014",218,"Senegal","Cases",0,3
"1450","10/27/2014",218,"Senegal","Deaths",0,0
"1451","10/27/2014",218,"UnitedStates","Cases",0,4
"1452","10/27/2014",218,"UnitedStates","Deaths",0,1
"1453","10/27/2014",218,"Spain","Cases",0,1
"1454","10/27/2014",218,"Spain","Deaths",0,1
"1455","10/27/2014",218,"Mali","Cases",0,1
"1456","10/27/2014",218,"Mali","Deaths",0,1
